name,link,country,fact_reporting,media_type,traffic,press_freedom,cred_rank,bias
KSEE – Fresno News,https://www.yourcentralvalley.com/,USA,HIGH,TV Station,Medium Traffic,N/A,N/A,center
KSL-TV,https://www.ksl.com/,USA,HIGH,N/A,N/A,N/A,N/A,center
KSNB Channel 4,https://www.ksnblocal4.com/,USA,HIGH,TV Station,Medium Traffic,MOSTLY FREE,N/A,center
KSNW – Wichita News,https://www.ksn.com/,USA,HIGH,TV Station,Medium Traffic,N/A,N/A,center
KSPR – KY3.com,https://www.ky3.com/,USA,HIGH,TV Station,Medium Traffic,MOSTLY FREE,N/A,center
KSTP-TV,https://kstp.com/,USA,HIGH,N/A,N/A,N/A,N/A,center
KSWB – Fox5 – San Diego,https://fox5sandiego.com/,USA,HIGH,TV Station,Medium Traffic,MOSTLY FREE,N/A,center
KTAB – Abilene News,https://www.bigcountryhomepage.com/,USA,HIGH,TV Station,Medium Traffic,MOSTLY FREE,N/A,center
KTLA,https://ktla.com/,USA,HIGH,N/A,N/A,N/A,N/A,center
KTUU-TV,https://www.alaskasnewssource.com/,USA (44/180 Press Freedom),HIGH,TV Station,Medium Traffic,N/A,N/A,center
KTVA 11,https://www.ktva.com/,USA,HIGH,N/A,N/A,N/A,N/A,center
KTVI – St. Louis,https://fox2now.com/,USA,HIGH,TV Station,Medium Traffic,MOSTLY FREE,N/A,center
KTVU Fox 2,https://www.ktvu.com/,USA,HIGH,N/A,N/A,N/A,N/A,center
KTVX – Salt Lake City News,https://www.abc4.com/,USA,HIGH,TV Station,Medium Traffic,MOSTLY FREE,N/A,center
KTXL – Sacramento News,https://fox40.com/,USA,HIGH,TV Station,Medium Traffic,MOSTLY FREE,N/A,center
KUBD – Ketchikan,https://www.alaskasnewssource.com/,USA,HIGH,TV Station,Medium Traffic,MOSTLY FREE,N/A,center
KWQC News,https://www.weau.com/,USA,HIGH,TV Station,Medium Traffic,MOSTLY FREE,N/A,center
KWTV-News9,https://www.news9.com/,USA,HIGH,N/A,N/A,N/A,N/A,center
KXAN – Austin News,https://www.kxan.com/,USA,HIGH,TV Station,Medium Traffic,MOSTLY FREE,N/A,center
KXII News12,https://www.kxii.com/,USA,HIGH,TV Station,Medium Traffic,MOSTLY FREE,N/A,center
KYMA – Yuma,https://kyma.com/,USA,HIGH,TV Station,Medium Traffic,MOSTLY FREE,N/A,center
Le Devoir,http://www.ledevoir.com/,Canada,HIGH,N/A,N/A,N/A,N/A,center
La Libre,https://www.lalibre.be/,Belgium,HIGH,N/A,N/A,N/A,N/A,center
Lansing State Journal,https://www.lansingstatejournal.com,USA,HIGH,N/A,N/A,N/A,N/A,center
Las Cruces Sun-News,https://www.lcsun-news.com,USA,HIGH,N/A,N/A,N/A,N/A,center
Law.com,https://www.lcsun-news.com,USA,HIGH,N/A,N/A,N/A,N/A,center
Law360,https://www.law360.com/,USA,HIGH,N/A,N/A,N/A,N/A,center
Lawfare Blog,https://www.lawfareblog.com/,USA,VERY HIGH,N/A,N/A,N/A,N/A,center
Lead Stories,https://leadstories.com/,USA (44/180 Press Freedom),VERY HIGH,Website,Medium Traffic,N/A,N/A,center
Lebanon Daily News,https://www.ldnews.com/,USA,HIGH,N/A,N/A,N/A,N/A,center
Le Soir,https://www.ldnews.com/,N/A,N/A,N/A,N/A,N/A,N/A,center
Lincoln Journal Star,https://journalstar.com/,USA,HIGH,N/A,N/A,N/A,N/A,center
LNP (LancasterOnline),https://lancasteronline.com/,USA,HIGH,N/A,N/A,N/A,N/A,center
Logically,https://www.logically.ai/,United Kingdom,HIGH,Website,Medium Traffic,MOSTLY FREE,N/A,center
Lompoc Record,http://lompocrecord.com/,USA,HIGH,Newspaper,Minimal Traffic,MOSTLY FREE,N/A,center
Longview News-Journal,https://www.news-journal.com,USA,HIGH,N/A,N/A,N/A,N/A,center
Loveland Reporter-Herald,https://www.reporterherald.com/,USA,HIGH,N/A,N/A,N/A,N/A,center
MakeUseOf,https://www.makeuseof.com/,USA,HIGH,N/A,N/A,N/A,N/A,center
McDowell News,https://mcdowellnews.com/,USA,HIGH,Newspaper,Medium Traffic,MOSTLY FREE,N/A,center
MediaPost,https://www.mediapost.com/,USA,HIGH,Website,Medium Traffic,MOSTLY FREE,N/A,center
Memeorandum,http://www.memeorandum.com/,USA (44/180 Press Freedom),MIXED,Website,Medium Traffic,N/A,N/A,center
Memphis Commercial Appeal,https://www.commercialappeal.com/,USA,HIGH,N/A,N/A,N/A,N/A,center
Mental Floss,http://mentalfloss.com/,USA,HIGH,N/A,N/A,N/A,N/A,center
Meriden Record-Journal,https://www.myrecordjournal.com/,USA,HIGH,N/A,N/A,N/A,N/A,center
Merion West,https://merionwest.com/,N/A,N/A,N/A,N/A,N/A,N/A,center
MetroWest Daily News,https://www.metrowestdailynews.com,USA,HIGH,N/A,N/A,N/A,N/A,center
NewsNation Now,https://www.newsnationnow.com/,USA (44/180 Press Freedom),HIGH,TV Station,Medium Traffic,N/A,N/A,center
Military.com,https://www.military.com/,USA (44/180 Press Freedom),HIGH,Website,High Traffic,N/A,N/A,center
Military Times,https://www.militarytimes.com,USA (45/180 Press Freedom),HIGH,Newspaper,High Traffic,N/A,N/A,center
Missoulian,https://missoulian.com/,USA,HIGH,N/A,N/A,N/A,N/A,center
MLive (Michigan – Advance Newspapers),https://www.mlive.com/,USA (44/180 Press Freedom),HIGH,Website,High Traffic,N/A,N/A,center
Montana Standard,https://mtstandard.com/,USA,HIGH,N/A,N/A,N/A,N/A,center
Mooresville Tribune,https://mooresvilletribune.com/,USA,HIGH,Newspaper,Medium Traffic,MOSTLY FREE,N/A,center
Morganton News Herald,https://morganton.com/,USA,HIGH,Newspaper,Minimal Traffic,MOSTLY FREE,N/A,center
Morning Consult,https://morningconsult.com/,USA (45/180 Press Freedom),VERY HIGH,Organization/Foundation,Medium Traffic,N/A,N/A,center
Muscatine Journal,https://muscatinejournal.com/,USA,HIGH,Newspaper,Minimal Traffic,N/A,N/A,center
Napa Valley Register,http://napavalleyregister.com,USA,HIGH,N/A,N/A,N/A,N/A,center
National Bureau of Economic Research (NBER),http://www.nber.org/,USA (45/180 Press Freedom),HIGH,Organization/Foundation,Medium Traffic,N/A,N/A,center
National Conference of State Legislatures (NCSL),http://www.ncsl.org,USA,HIGH,N/A,N/A,N/A,N/A,center
National Institute on Money in Politics,https://www.followthemoney.org/,USA (44/180 Press Freedom),HIGH,Organization/Foundation,Medium Traffic,N/A,N/A,center
National Journal,https://www.nationaljournal.com/,USA,HIGH,N/A,N/A,N/A,N/A,center
NationMaster,https://www.nationmaster.com/,Australia (25/180 Press Freedom),HIGH,Website,Medium Traffic,N/A,N/A,center
Navy Times,https://www.navytimes.com/,USA,HIGH,N/A,N/A,N/A,N/A,center
Need 2 Know,https://cheddar.com/need2know,N/A,N/A,N/A,N/A,N/A,N/A,center
New Bern Sun Journal,https://www.newbernsj.com/,USA,HIGH,N/A,N/A,N/A,N/A,center
New England Cable News (NECN),https://www.necn.com/,USA (44/180 Press Freedom),HIGH,TV Station,Medium Traffic,N/A,N/A,center
New Zealand Herald,http://www.nzherald.co.nz,New Zealand,HIGH,N/A,N/A,N/A,N/A,center
News and News,https://newsandnews.com/,USA (44/180 Press Freedom),HIGH,Website,Minimal Traffic,N/A,N/A,center
News Channel 4 (KFOR.com),https://kfor.com/,USA,HIGH,N/A,N/A,N/A,N/A,center
News Facts Network (NFN),https://kfor.com/,USA,VERY HIGH,N/A,N/A,N/A,N/A,center
News Lookup,http://www.newslookup.com,USA (44/180 Press Freedom),MIXED,Website,Minimal Traffic,N/A,N/A,center
News24 (South Africa),http://www.news24.com/,South Africa,HIGH,N/A,N/A,N/A,N/A,center
Newsela,https://newsela.com/,USA,HIGH,N/A,N/A,N/A,N/A,center
Newsguard,https://www.newsguardtech.com/,USA (44/180 Press Freedom),HIGH,Website,Medium Traffic,N/A,N/A,center
NewsNet (YourNewsNet.com),http://yournewsnet.com,USA,HIGH,N/A,N/A,N/A,N/A,center
NewsNow (UK),https://www.newsnow.co.uk/,United Kingdom,MIXED,N/A,N/A,N/A,N/A,center
New Straits Times,https://www.nst.com.my/,N/A,N/A,N/A,N/A,N/A,N/A,center
NewzJunky.com,https://www.nst.com.my/,USA,MIXED,N/A,N/A,N/A,N/A,center
NextGov,http://www.nextgov.com/,USA,HIGH,N/A,N/A,N/A,N/A,center
NK News,https://www.nknews.org,USA,MOSTLY FACTUAL,Website,Medium Traffic,MOSTLY FREE,N/A,center
No Labels,https://www.nolabels.org/,USA (44/180 Press Freedom),HIGH,Organization/Foundation,Minimal Traffic,N/A,N/A,center
Noozhawk,https://www.noozhawk.com/,USA (44/180 Press Freedom),HIGH,Website,Medium Traffic,N/A,N/A,center
Norfolk Daily News,http://norfolkdailynews.com,USA,HIGH,N/A,N/A,N/A,N/A,center
North Korea Times,https://www.northkoreatimes.com,Australia,MIXED,N/A,N/A,N/A,N/A,center
Northwest Florida Daily News,https://www.nwfdailynews.com/,USA,HIGH,N/A,N/A,N/A,N/A,center
Northwest Indiana Times,http://www.nwitimes.com,USA,HIGH,Newspaper,Medium Traffic,MOSTLY FREE,N/A,center
Novinite,https://www.novinite.com/,N/A,N/A,N/A,N/A,N/A,N/A,center
OilPrice,https://oilprice.com,United Kingdom,HIGH,N/A,N/A,N/A,N/A,center
Opelika Auburn News,https://oanow.com/,USA,HIGH,Newspaper,Medium Traffic,N/A,N/A,center
Oyez Project,https://www.oyez.org,USA,VERY HIGH,N/A,N/A,N/A,N/A,center
Pacific Daily News,https://www.guampdn.com/,Guam,HIGH,N/A,N/A,N/A,N/A,center
Patch,https://patch.com/,USA (44/180 Press Freedom),HIGH,Website,High Traffic,N/A,N/A,center
Patheos,https://www.patheos.com/,USA (44/180 Press Freedom),MIXED,Website,Medium Traffic,N/A,N/A,center
Pensacola News Journal,https://www.pnj.com,USA,HIGH,N/A,N/A,N/A,N/A,center
Peoria Journal Star,https://www.pjstar.com/,USA,HIGH,N/A,N/A,N/A,N/A,center
Peterson Foundation,http://www.pgpf.org/,USA,HIGH,N/A,N/A,N/A,N/A,center
Peterson Institute for International Economics,https://piie.com/,USA (44/180 Press Freedom),HIGH,Organization/Foundation,Medium Traffic,N/A,N/A,center
Pew Research,https://www.pewresearch.org/,USA (45/180 Press Freedom),VERY-HIGH,Organization/Foundation,High Traffic,N/A,N/A,center
Places Journal,https://placesjournal.org/,USA (45/180 Press Freedom),HIGH,Organization/Foundation,Minimal Traffic,N/A,N/A,center
Pocono Record,http://www.poconorecord.com/,USA,HIGH,N/A,N/A,N/A,N/A,center
Political Wire,https://politicalwire.com,USA,HIGH,N/A,N/A,N/A,N/A,center
Polygraph.info,https://www.polygraph.info/,USA,HIGH,N/A,N/A,N/A,N/A,center
Poynter Institute,https://www.poynter.org,USA (45/180 Press Freedom),HIGH,Organization/Foundation,Medium Traffic,N/A,N/A,center
PR Newswire,https://www.prnewswire.com/,USA (44/180 Press Freedom),HIGH,News Agency,High Traffic,N/A,N/A,center
ProCon.org,https://www.procon.org/,USA (44/180 Press Freedom),HIGH,Organization/Foundation,Medium Traffic,N/A,N/A,center
Public Policy Polling (PPP),http://www.publicpolicypolling.com/,USA,HIGH,N/A,N/A,N/A,N/A,center
Public Religion Research Institute (PRRI),http://www.prri.org/,USA,VERY HIGH,N/A,N/A,N/A,N/A,center
Punchbowl News,https://punchbowl.news/,USA,HIGH,Website,Medium Traffic,MOSTLY FREE,N/A,center
Quad City Times,http://qctimes.com/,USA,HIGH,N/A,N/A,N/A,N/A,center
Audacy,https://www.audacy.com/,USA,HIGH,Website,High Traffic,MOSTLY FREE,N/A,center
Radio Free Europe / Radio Liberty,https://www.rferl.org,USA,MOSTLY FACTUAL,N/A,N/A,N/A,N/A,center
Rand Corporation,https://www.rand.org,USA (44/180 Press Freedom),HIGH,Organization/Foundation,Medium Traffic,N/A,N/A,center
Rapid City Journal,https://rapidcityjournal.com/,USA,HIGH,N/A,N/A,N/A,N/A,center
Rare News,https://rare.us/,USA,MOSTLY FACTUAL,N/A,N/A,N/A,N/A,center
Recode,https://www.recode.net/,USA,HIGH,N/A,N/A,N/A,N/A,center
Record Searchlight,https://www.redding.com/,USA,HIGH,Newspaper,Medium Traffic,MOSTLY FREE,N/A,center
Reporters Without Borders,https://rsf.org/en,France (34/180 Press Freedom),HIGH,Organization/Foundation,Medium Traffic,N/A,N/A,center
Reporters Lab,https://reporterslab.org/,USA (45/180 Press Freedom),VERY-HIGH,Website,Minimal Traffic,N/A,N/A,center
Reuters,https://www.reuters.com,United Kingdom (34/180 Press Freedom),VERY HIGH,News Agency,High Traffic,N/A,N/A,center
RFI (Radio France Internationale),http://www.rfi.fr/en/,N/A,N/A,N/A,N/A,N/A,N/A,center
RiverBender.com,https://www.riverbender.com/,USA (45/180 Press Freedom),HIGH,Website,Medium Traffic,N/A,N/A,center
Riverdale Press,https://riverdalepress.com/,USA,HIGH,N/A,N/A,N/A,N/A,center
Roanoke Times,https://riverdalepress.com/,N/A,N/A,N/A,N/A,N/A,N/A,center
RocaNews,https://www.rocanews.com/,USA (45/180 Press Freedom),MOSTLY FACTUAL,Website,Minimal Traffic,N/A,N/A,center
Roll Call,https://www.rollcall.com,USA (44/180 Press Freedom),VERY HIGH,Newspaper,Medium Traffic,N/A,N/A,center
RTE (Radio Television of Ireland),https://www.rte.ie,Ireland (12/180 Press Freedom),HIGH,TV Station,High Traffic,N/A,N/A,center
San Diego Union Tribune,https://www.sandiegouniontribune.com,USA,HIGH,N/A,N/A,N/A,N/A,center
San Marcos Daily Record,https://www.sanmarcosrecord.com,USA,HIGH,N/A,N/A,N/A,N/A,center
Santa Maria Times,http://santamariatimes.com,USA,HIGH,N/A,N/A,N/A,N/A,center
Sarasota Herald-Tribune,http://www.heraldtribune.com/,USA,HIGH,N/A,N/A,N/A,N/A,center
Sayfie Review,https://www.sayfiereview.com/,USA (44/180 Press Freedom),HIGH,Website,Minimal Traffic,N/A,N/A,center
Science Debate,https://sciencedebate.org/,USA,VERY HIGH,N/A,N/A,N/A,N/A,center
Scoopnest,https://www.scoopnest.com/,France,MIXED,N/A,N/A,N/A,N/A,center
SCOTUSblog,https://www.scotusblog.com/,USA (45/180 Press Freedom),HIGH,Organization/Foundation,Medium Traffic,N/A,N/A,center
Shareably,http://www.shareably.net/,USA (44/180 Press Freedom),MIXED,Website,Medium Traffic,N/A,N/A,center
Shenandoah Valley News,https://valleynewstoday.com/,USA,HIGH,Newspaper,Minimal Traffic,MOSTLY FREE,N/A,center
Shorenstein Center,https://shorensteincenter.org/,USA,HIGH,Organization/Foundation,Minimal Traffic,MOSTLY FREE,N/A,center
Shreveport Times,https://www.shreveporttimes.com,USA,HIGH,N/A,N/A,N/A,N/A,center
Simple Politics,https://www.simplepolitics.co.uk/,USA,HIGH,Website,Minimal Traffic,MOSTLY FREE,N/A,center
Sioux City Journal,https://siouxcityjournal.com/,USA (44/180 Press Freedom),HIGH,Newspaper,Medium Traffic,N/A,N/A,center
Sky News UK,https://news.sky.com,United Kingdom (35/180 Press Freedom),HIGH,TV Station,High Traffic,N/A,N/A,center
SmartNews,https://www.smartnews.com/en/,Japan (67/180 Press Freedom),MIXED,Website,High Traffic,N/A,N/A,center
South Bend Tribune,https://www.southbendtribune.com/,USA (44/180 Press Freedom),HIGH,Newspaper,Medium Traffic,N/A,N/A,center
South Florida Sun-Sentinel,https://www.sun-sentinel.com/,USA (44/180 Press Freedom),HIGH,Newspaper,High Traffic,N/A,N/A,center
Spectrum News Local,https://spectrumlocalnews.com/splash,USA,HIGH,Website,Medium Traffic,MOSTLY FREE,N/A,center
Spectrum News – NY1,http://www.ny1.com/nyc/all-boroughs,USA (44/180 Press Freedom),HIGH,TV Station,Medium Traffic,N/A,N/A,center
Spectrum Report,https://spectrumreport.com/,USA,MIXED,Website,Minimal Traffic,MOSTLY FREE,N/A,center
Spotlight PA,https://www.spotlightpa.org/,USA,HIGH,Organization/Foundation,Minimal Traffic,MOSTLY FREE,N/A,center
St. Cloud Times,https://www.spotlightpa.org/,USA,HIGH,N/A,N/A,N/A,N/A,center
Stars and Stripes,https://www.stripes.com/,USA (44/180 Press Freedom),HIGH,Newspaper,Medium Traffic,N/A,N/A,center
Staten Island Advance,https://www.silive.com/,USA,HIGH,N/A,N/A,N/A,N/A,center
Statesman Journal,http://www.statesmanjournal.com/,USA (44/180 Press Freedom),HIGH,Newspaper,Medium Traffic,N/A,N/A,center
Statesville Record & Landmark,https://www.statesville.com,USA,HIGH,N/A,N/A,N/A,N/A,center
Statista,https://www.statista.com,Germany (11/180 Press Freedom),HIGH,Website,High Traffic,N/A,N/A,center
Stimson Center,https://www.stimson.org/,USA,HIGH,N/A,N/A,N/A,N/A,center
StrategyPage,https://www.strategypage.com,USA,HIGH,Website,Medium Traffic,MOSTLY FREE,N/A,center
Stratfor,https://www.stratfor.com/,USA,HIGH,N/A,N/A,N/A,N/A,center
Taipei Times,https://www.taipeitimes.com/,Taiwan,HIGH,N/A,N/A,N/A,N/A,center
Task and Purpose,https://taskandpurpose.com/,USA,HIGH,N/A,N/A,N/A,N/A,center
TechSpot,https://www.techspot.com/,USA,HIGH,Website,High Traffic,MOSTLY FREE,N/A,center
Telegram & Gazette,https://www.telegram.com,USA,HIGH,N/A,N/A,N/A,N/A,center
Texas Standard,https://www.texasstandard.org/,USA (44/180 Press Freedom),HIGH,Radio Station,Medium Traffic,N/A,N/A,center
That’s Nonsense,http://www.thatsnonsense.com/,United Kingdom,HIGH,N/A,N/A,N/A,N/A,center
The Auburn Citizen,http://auburnpub.com/,USA,HIGH,N/A,N/A,N/A,N/A,center
The Australian Financial Review,http://www.afr.com/,N/A,N/A,N/A,N/A,N/A,N/A,center
The Balance,https://www.thebalance.com,USA (45/180 Press Freedom),HIGH,Website,High Traffic,N/A,N/A,center
Battlefords News Optimist,https://www.newsoptimist.ca/,Canada,HIGH,N/A,N/A,N/A,N/A,center
The Canadian Press,https://www.thecanadianpress.com/,Canada (14/180 Press Freedom),HIGH,News Agency,high Traffic,N/A,N/A,center
The Cipher Brief,https://www.thecipherbrief.com/,USA (44/180 Press Freedom),HIGH,Website,Minimal Traffic,N/A,N/A,center
The Columbian,https://www.columbian.com/,USA,HIGH,N/A,N/A,N/A,N/A,center
The Constitution,https://constitution.com/,USA,HIGH,Website,Medium Traffic,MOSTLY FREE,N/A,center
The Conversation,https://theconversation.com/us,Australia (26/180 Press Freedom),VERY HIGH,Website,High Traffic,N/A,N/A,center
The Daily Chronicle,https://www.daily-chronicle.com,USA,HIGH,N/A,N/A,N/A,N/A,center
The Daily Gazette,https://dailygazette.com,USA,HIGH,N/A,N/A,N/A,N/A,center
The Daily News (Longview),https://tdn.com,USA,HIGH,Newspaper,Medium Traffic,MOSTLY FREE,N/A,center
The Daily Northwestern,https://dailynorthwestern.com,USA,HIGH,N/A,N/A,N/A,N/A,center
The Daily Progress,https://dailyprogress.com/,USA,HIGH,Newspaper,Medium Traffic,MOSTLY FREE,N/A,center
The Defcon Warning System,https://www.defconwarningsystem.com,USA (44/180 Press Freedom),HIGH,Website,Minimal Traffic,N/A,N/A,center
The Diplomat Magazine,https://thediplomat.com,Japan,HIGH,N/A,N/A,N/A,N/A,center
The Economist,https://www.economist.com/,United Kingdom (35/180 Press Freedom),HIGH,Magazine,High Traffic,N/A,N/A,center
The Flip Side,https://www.theflipside.io/,USA (44/180 Press Freedom),HIGH,Website,Minimal Traffic,N/A,N/A,center
The Herald Journal (Utah),https://www.hjnews.com/,USA,HIGH,Newspaper,Medium Traffic,MOSTLY FREE,N/A,center
The Herald News (Massachusetts),https://www.heraldnews.com,USA,HIGH,N/A,N/A,N/A,N/A,center
The Herald-Dispatch,http://www.herald-dispatch.com,USA,HIGH,N/A,N/A,N/A,N/A,center
"The Herald-Sun (Durham, North Carolina)",https://www.heraldsun.com,USA,HIGH,N/A,N/A,N/A,N/A,center
The Hill,https://thehill.com/,USA,MOSTLY FACTUAL,Newspaper,High Traffic,N/A,N/A,center
The Jamestown Foundation,https://jamestown.org/,N/A,HIGH,N/A,N/A,N/A,N/A,center
The Jordan Times,http://www.jordantimes.com/,Jordan (125/180 Press Freedom),MIXED,Newspaper,High Traffic,N/A,N/A,center
Journal Standard,https://www.journalstandard.com,USA,HIGH,N/A,N/A,N/A,N/A,center
The Macon Telegraph,https://www.macon.com,USA,HIGH,N/A,N/A,N/A,N/A,center
The Marietta Times,https://www.mariettatimes.com/,USA,HIGH,N/A,N/A,N/A,N/A,center
The Marshall Project,https://www.themarshallproject.org/#.qjbbuljBK,USA,HIGH,N/A,N/A,N/A,N/A,center
The Meme Policeman,http://memepoliceman.com/,USA (44/180 Press Freedom),MOSTLY FACTUAL,Website,Minimal Traffic,N/A,N/A,center
The Moderated Media,https://www.themoderatedmedia.com,USA,MIXED,N/A,N/A,N/A,N/A,center
The Modesto Bee,https://www.modbee.com/,USA,HIGH,N/A,N/A,N/A,N/A,center
The Monitor (Texas),https://www.themonitor.com,USA,HIGH,N/A,N/A,N/A,N/A,center
The Morning Call,https://www.mcall.com/,USA,HIGH,Website,Medium Traffic,MOSTLY FREE,N/A,center
The Nevada Independent,https://thenevadaindependent.com,USA,HIGH,N/A,N/A,N/A,N/A,center
The News (Mexico City),https://www.thenews.mx/,Mexico,HIGH,N/A,N/A,N/A,N/A,center
The News Literacy Project,https://newslit.org/,USA (44/180 Press Freedom),HIGH,Organization/Foundation,Minimal Traffic,N/A,N/A,center
The Outlook (Monmouth University),http://outlook.monmouth.edu/,USA,HIGH,N/A,N/A,N/A,N/A,center
The Post and Courier,https://www.postandcourier.com/,USA (44/180 Press Freedom),HIGH,Newspaper,Medium Traffic,N/A,N/A,center
The Post Star,https://poststar.com/,USA,HIGH,Newspaper,Minimal Traffic,MOSTLY FREE,N/A,center
The Post-Standard (Syracuse),https://www.syracuse.com,USA,HIGH,N/A,N/A,N/A,N/A,center
The Record (Stockton),https://www.recordnet.com/,USA,HIGH,N/A,N/A,N/A,N/A,center
The Register UK,https://www.theregister.com/,United Kingdom (33/180 Press Freedom),HIGH,Website,High Traffic,N/A,N/A,center
The Republic (Indiana),http://www.therepublic.com,USA,HIGH,N/A,N/A,N/A,N/A,center
The Republican (Masslive.com),https://www.masslive.com,USA,HIGH,N/A,N/A,N/A,N/A,center
The Salinas Californian,https://www.thecalifornian.com/,USA,HIGH,Newspaper,Minimal Traffic,N/A,N/A,center
The Scotsman,https://www.scotsman.com/,United Kingdom (33/180 Press Freedom),HIGH,Newspaper,High Traffic,N/A,N/A,center
The Sentinel (Pennsylvania),https://cumberlink.com/,USA,HIGH,Newspaper,Medium Traffic,MOSTLY FREE,N/A,center
The Smoking Gun,http://www.thesmokinggun.com/,USA,HIGH,N/A,N/A,N/A,N/A,center
The Sociable,https://sociable.co/,Ireland (12/180 Press Freedom),HIGH,Website,Minimal Traffic,N/A,N/A,center
The Southern Illinoisan,https://thesouthern.com/,USA,HIGH,Newspaper,Medium Traffic,MOSTLY FREE,N/A,center
The Star Democrat,http://www.stardem.com,USA,HIGH,N/A,N/A,N/A,N/A,center
The Strategy Bridge,https://thestrategybridge.org,USA,HIGH,Organization/Foundation,Minimal Traffic,MOSTLY FREE,N/A,center
The Tennessean,https://www.tennessean.com/,USA (44/180 Press Freedom),HIGH,Newspaper,High Traffic,N/A,N/A,center
