Country,Afghanistan,Albania,Algeria,American Samoa,Andorra,Angola,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,"Bahamas, The",Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia,Bosnia and Herzegovina,Botswana,Brazil,Brunei Darussalam,Bulgaria,Burkina Faso,Burundi,Cabo Verde,Cambodia,Cameroon,Canada,Cayman Islands,Central African Republic,Chad,Channel Islands,Chile,China,Colombia,Comoros,"Congo, Dem. Rep.","Congo, Rep.",Costa Rica,Cote d'Ivoire,Croatia,Cuba,Curacao,Cyprus,Czech Republic,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,"Egypt, Arab Rep.",El Salvador,Equatorial Guinea,Eritrea,Estonia,Ethiopia,Faeroe Islands,Fiji,Finland,France,French Polynesia,Gabon,"Gambia, The",Georgia,Germany,Ghana,Greece,Greenland,Grenada,Guam,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Honduras,"Hong Kong SAR, China",Hungary,Iceland,India,Indonesia,"Iran, Islamic Rep.",Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,"Korea, Dem. Rep.","Korea, Rep.",Kosovo,Kuwait,Kyrgyz Republic,Lao PDR,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,"Macao SAR, China","Macedonia, FYR",Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Mauritania,Mauritius,Mexico,"Micronesia, Fed. Sts.",Moldova,Monaco,Mongolia,Montenegro,Morocco,Mozambique,Myanmar,Namibia,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Northern Mariana Islands,Norway,Oman,Pakistan,Palau,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Puerto Rico,Qatar,Romania,Russian Federation,Rwanda,Samoa,San Marino,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Sint Maarten (Dutch part),Slovak Republic,Slovenia,Solomon Islands,Somalia,South Africa,South Sudan,Spain,Sri Lanka,St. Kitts and Nevis,St. Lucia,St. Martin (French part),St. Vincent and the Grenadines,Sudan,Suriname,Swaziland,Sweden,Switzerland,Syrian Arab Republic,Tajikistan,Tanzania,Thailand,Timor-Leste,Togo,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States,Uruguay,Uzbekistan,Vanuatu,"Venezuela, RB",Vietnam,Virgin Islands (U.S.),West Bank and Gaza,"Yemen, Rep.",Zambia,Zimbabwe,Other North,Other South,World,
Jamaica,0,0,0,0,0,0,"4,069",26,0,750,"1,190",214,0,"7,819",0,0,999,0,404,746,0,"1,446",0,7,0,0,169,0,6,0,0,0,0,0,"146,539","13,236",0,0,0,27,137,63,0,0,0,218,0,0,306,"1,327",17,11,144,0,130,582,56,0,10,0,0,2,0,0,0,83,953,0,0,0,0,"2,288",0,11,0,174,0,10,0,0,299,0,27,0,29,20,0,0,0,0,242,0,0,361,0,0,1,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,0,0,84,0,0,0,0,0,0,0,0,0,0,982,0,0,22,0,0,0,170,0,0,0,719,0,2,7,0,3,27,57,0,6,17,0,0,0,0,0,0,0,0,0,0,"2,447",14,10,0,0,319,0,284,0,190,188,0,194,0,0,0,355,791,0,0,0,0,0,0,0,"1,506",0,33,0,0,0,0,1,0,"125,000","736,303",2,0,0,96,0,446,0,0,0,0,"1,941",595,"1,057,988",
Japan,0,0,223,0,0,0,20,"4,619",0,5,"60,050","2,731",0,36,0,"14,090",0,0,"4,834",0,0,667,137,"1,727",0,0,"60,115","102,441",213,0,0,2,128,0,"34,250",29,0,0,0,"1,012","66,159",771,0,0,0,455,0,54,31,132,98,"3,271","1,562",0,0,"1,736","1,070","1,086",54,0,0,74,0,8,0,"1,283","21,701",28,30,0,0,"26,000",66,"1,164",0,0,"2,663",152,104,0,0,470,140,"14,406","1,696",97,708,"19,345",0,0,989,0,0,"8,297",0,0,103,0,453,0,212,"24,244",0,0,0,0,13,0,0,0,"1,027",0,28,300,0,0,52,0,"16,778",124,0,56,42,0,44,"4,002",74,0,55,381,0,0,0,0,104,0,"6,010",0,"10,954",42,0,0,599,"1,409",0,0,153,384,271,"2,300","3,900","14,181",547,320,111,0,284,"1,025",0,59,1,0,0,0,38,1,6,0,15,143,131,28,0,"2,889",0,"6,426",849,0,26,0,0,0,0,0,"3,150","7,542",0,0,0,"80,957",0,0,103,0,0,"2,966",0,0,0,296,50,0,"39,000","355,156",186,0,36,364,"1,926",0,0,0,104,0,160,0,"1,056,419",
Jordan,0,0,"4,532",0,0,0,0,75,0,0,"6,840",755,0,0,"14,874",0,0,29,"1,147",0,0,1,0,16,4,0,"1,291",0,289,0,0,0,0,0,"10,929",0,0,0,0,106,864,190,0,0,0,53,0,66,10,0,520,462,"1,165",0,0,50,106,"8,402",8,0,0,8,0,3,0,279,"1,464",0,0,0,0,"14,000",0,798,0,0,0,0,1,0,0,0,40,0,507,14,0,"12,252",0,"10,542",294,0,0,"2,931",0,0,0,0,37,0,0,0,0,"54,923",0,0,4,593,0,0,"20,865",0,0,3,0,0,0,0,"1,195",0,0,49,0,0,0,1,0,0,0,0,0,"1,000",0,0,0,0,"1,086",0,0,28,0,0,0,456,"19,108",0,0,122,0,14,49,182,147,29,119,"34,000",964,816,0,0,0,0,"217,904",0,155,0,0,0,0,59,125,0,0,92,0,"2,428",277,0,0,0,0,0,0,0,"3,898",775,0,0,0,0,0,0,0,0,0,"1,330",0,0,0,0,"3,751","161,143","7,311","81,930",8,0,0,203,0,0,"55,929",0,0,0,0,0,"769,025",
Kazakhstan,0,0,178,0,0,0,0,148,846,0,"1,940","2,125","20,272",0,0,0,0,"70,362","1,096",0,0,0,0,23,0,0,29,0,"1,689",0,0,0,0,0,"10,882",0,0,0,0,10,"4,680",5,0,0,0,8,0,65,23,0,280,"6,700",241,0,0,11,3,331,0,0,0,"2,613",0,0,0,282,"2,621",0,0,0,"12,107","737,000",0,"26,492",0,0,0,0,0,0,0,0,0,0,595,24,"2,181",0,0,0,596,0,"13,870","4,276",0,0,19,0,130,0,0,"1,536",0,0,"14,369",0,"5,885",0,0,0,819,0,"7,952",4,0,0,0,0,0,0,0,15,0,0,0,6,0,"18,312",0,193,0,0,0,0,0,0,323,0,0,3,0,0,0,917,0,0,0,3,0,0,1,0,"4,934",900,0,0,112,"2,562,079",0,0,2,0,0,0,96,0,0,0,0,259,172,0,0,0,0,"2,417",0,0,0,0,0,0,0,0,"1,956","3,206",0,862,0,0,0,0,0,0,0,"12,000","18,029",0,0,0,"234,238",0,"5,018","32,017",6,"91,711",0,0,0,0,0,0,0,0,0,0,"3,945,105",
Kenya,0,0,0,0,0,0,0,27,0,3,"19,390","1,093",0,21,0,0,0,0,"1,516",0,0,77,0,14,0,740,55,0,25,0,"1,066",0,0,0,"28,502",48,0,0,0,24,661,16,76,0,0,45,0,0,4,0,98,105,"1,167",0,0,106,32,139,0,0,353,10,0,15,0,"1,382","1,774",0,0,0,0,"15,084",17,564,0,0,0,0,"1,942",0,0,0,0,0,112,93,"2,356",0,0,0,990,0,0,"3,852",0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,342,0,0,3,0,0,0,0,626,0,0,47,0,0,0,85,0,0,0,0,0,0,0,0,"1,029",0,"3,110",0,"1,759",2,0,0,0,"2,072",0,0,0,9,0,0,9,55,66,106,0,0,2,451,"2,590",0,0,0,0,0,0,413,51,0,0,28,36,0,0,"27,143","9,570","1,543",0,1,0,0,0,"3,037",0,1,"3,803","3,506",0,0,"59,236",0,0,0,0,0,0,258,0,0,0,"61,501",12,0,"127,000","129,670",9,0,5,8,0,0,0,0,561,0,2,7,"523,364",
Kiribati,0,0,0,0,0,0,0,0,0,0,650,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,104,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,1,0,0,784,0,9,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,"1,573",0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,2,3,0,17,0,0,0,0,0,0,0,0,0,7,0,259,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,148,"1,878",0,0,20,0,0,0,0,0,0,0,0,870,"6,684",
"Korea, Dem. Rep.",0,0,0,0,0,0,0,"5,071","16,335",1,270,"3,095","2,785",4,0,0,0,59,19,0,0,3,0,10,0,0,176,0,39,0,0,0,44,0,395,0,75,0,0,8,"4,651",213,0,0,0,69,0,0,3,0,39,32,443,0,0,0,709,97,0,0,0,5,0,0,0,2,63,0,154,0,"1,663","3,000",0,33,0,0,0,0,"1,197",0,0,0,62,0,0,0,0,0,0,0,347,0,0,179,0,0,84,"63,135",191,0,0,0,0,0,"1,974",0,13,0,0,0,0,0,0,6,0,0,50,0,"1,038",0,0,2,0,0,0,38,0,"1,850",0,579,0,0,0,0,92,0,103,0,0,14,0,0,0,42,0,0,0,7,0,0,103,"5,934",0,77,0,0,0,"10,631",0,0,0,0,0,0,0,0,6,0,0,15,58,0,0,228,0,116,0,1,0,0,0,0,0,0,83,518,0,160,0,0,0,0,0,0,0,47,"1,949",0,0,217,635,0,"15,329",0,0,"12,598",29,46,"1,571",0,0,0,0,0,0,0,"160,919",
"Korea, Rep.",0,0,159,419,0,0,0,"8,459",0,4,"106,670","2,362",381,5,0,0,0,28,"4,393",0,0,8,37,525,0,0,"10,510","10,588",58,0,0,0,57,0,"135,744",0,0,0,0,"1,329","222,276",292,0,0,0,932,0,26,9,0,11,"2,862",796,0,0,758,"1,181",296,128,0,0,40,0,55,0,579,"21,016",0,186,0,219,"34,000",0,325,0,0,"3,528","1,858",413,0,0,0,68,"4,907","1,190",39,0,"32,677",0,0,537,0,0,"3,900",0,"593,449",94,"32,711",267,0,"5,411",0,0,0,261,0,31,0,0,0,731,0,26,53,0,0,0,0,"4,912",0,0,9,13,156,0,"3,864",47,0,0,"1,697",0,0,0,0,32,0,"7,404",0,"28,376",64,0,0,"1,603","7,506",0,0,76,415,256,"2,654",776,"7,123",127,133,153,0,15,"3,723",0,0,0,0,0,0,25,1,13,0,0,564,29,30,0,"2,748",0,"4,598",611,0,0,0,0,0,0,0,"10,690","3,871",0,0,0,"14,569",0,0,0,0,0,760,266,0,0,254,469,0,"12,000","1,041,727",90,"1,721",21,281,"1,887",0,0,0,0,0,2,0,"2,418,235",
Kosovo,0,0,0,0,0,0,0,0,0,0,"1,460","34,706",0,0,0,0,0,0,"12,941",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"17,059",0,0,0,0,"202,905",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"44,706",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8,824",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"35,882",0,0,0,0,0,0,0,0,0,0,0,0,0,"17,059","145,882",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"14,706","25,294",0,0,0,0,0,0,0,0,0,0,0,0,"561,424",
Kuwait,0,0,"2,399",0,0,0,0,14,0,1,"6,050",326,0,0,"5,603",0,0,0,337,0,0,1,0,5,0,0,24,0,150,0,0,0,0,0,"14,951",0,0,0,0,11,0,26,0,0,0,2,0,0,0,0,274,93,"1,218",0,0,4,21,"4,446",1,0,0,10,0,0,0,139,763,0,0,0,0,0,0,137,0,0,0,1,0,0,0,0,0,0,282,3,"6,019",0,0,407,523,0,0,575,0,0,757,0,51,0,0,0,0,0,0,0,1,242,0,0,"11,041",0,0,0,0,0,0,0,0,0,0,71,0,69,0,9,0,0,0,0,0,0,0,0,0,0,"1,319",0,0,6,0,0,0,396,746,0,0,6,0,0,7,176,206,5,0,"12,296",50,85,0,0,0,0,0,0,66,0,0,0,0,78,17,0,0,148,0,487,"1,755",0,0,0,0,0,0,0,"2,268",499,0,0,0,0,0,0,0,0,0,423,0,0,0,0,272,"64,398","14,049","36,659",2,0,0,72,0,0,"17,179",0,0,0,0,0,"210,727",
Kyrgyz Republic,0,0,0,0,0,0,0,10,0,0,490,857,"3,240",0,0,0,0,"5,263",367,0,0,0,0,5,0,0,0,0,160,0,0,0,0,0,"2,022",0,0,0,0,5,988,1,0,0,0,4,0,0,7,0,28,"1,275",64,0,0,0,0,88,0,0,0,400,0,0,0,57,731,0,0,0,"1,934","83,954",0,538,0,0,0,0,0,0,0,0,0,0,147,4,0,0,0,0,87,0,"2,563","1,538",0,0,8,"6,901",50,0,0,"2,042",0,0,0,0,987,0,0,0,0,0,612,3,0,0,0,0,0,0,0,4,0,0,0,27,0,"2,628",0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,206,0,0,0,0,0,0,0,0,134,0,0,0,0,"591,767",0,0,2,0,0,0,0,0,0,0,0,25,20,0,0,59,0,336,0,0,0,0,0,0,0,0,990,598,0,"11,590",0,0,0,0,0,0,0,"4,000","2,267",0,0,0,"28,172",0,927,"6,020",1,"14,657",0,0,0,0,0,0,0,0,0,0,"781,950",
Lao PDR,0,0,0,0,0,0,0,569,0,1,"11,660",126,0,0,0,"90,253",0,0,"1,146",0,0,2,0,0,0,0,6,0,1,0,0,0,268,0,"16,631",0,0,0,0,2,"1,373",9,0,0,0,4,0,0,4,0,5,44,71,0,0,32,11,1,0,0,0,0,0,0,0,45,"43,524",0,0,0,0,"3,606",0,40,0,0,0,0,0,0,0,0,0,0,57,2,0,0,0,0,57,0,0,253,0,0,9,0,13,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,2,0,0,0,0,0,0,199,828,0,0,0,0,0,103,0,0,0,1,0,0,2,296,15,2,0,0,0,122,0,0,0,0,0,0,0,0,0,0,0,6,3,74,0,51,0,189,0,0,0,0,0,0,0,0,490,979,0,0,0,"926,427",0,0,0,0,0,2,0,0,0,0,24,0,586,"183,894",0,0,0,2,"7,272",0,0,0,0,0,862,0,"1,292,295",
Latvia,0,0,0,0,0,0,0,128,0,1,"4,800","1,482","1,415",0,0,0,0,"10,444","1,684",0,0,2,0,0,0,0,173,0,239,0,0,0,0,0,"8,129",0,0,0,0,43,100,20,0,0,0,15,0,26,9,0,194,416,"4,668",0,0,20,24,1,1,0,0,"3,771",0,0,0,"1,778","2,833",0,0,0,846,"29,000",0,345,0,0,0,0,22,0,0,0,0,0,195,805,0,0,0,0,"23,796",0,"4,000","3,376",0,0,1,"2,643",39,0,0,0,0,0,"1,003",0,0,0,0,0,0,0,"10,127",518,0,0,0,0,0,0,0,96,0,0,0,32,0,"4,796",0,0,0,0,0,0,0,0,"3,837",0,0,0,0,0,0,"10,008",0,0,0,12,0,0,11,0,"1,662",213,0,0,6,"89,452",0,0,1,0,0,0,0,0,0,0,0,162,62,0,0,692,0,"4,123",0,0,0,0,0,0,0,0,"7,026","2,074",0,0,0,0,0,0,0,0,0,75,990,0,0,0,"20,038",0,"102,000","24,691",7,"6,404",0,142,0,0,0,0,0,0,1,0,"397,745",
Lebanon,0,0,"2,457",0,0,0,56,933,"1,045",39,"93,250","1,792",0,3,"4,626",0,0,64,"6,976",59,0,5,0,38,0,0,"15,116",0,"1,008",0,0,0,0,0,"94,299",0,671,0,0,253,399,"1,253",0,0,"1,184",121,0,63,58,257,"3,242",639,"12,555",0,34,991,645,"4,557",9,0,0,29,0,0,0,575,"47,878",0,"2,382",0,9,"68,000","1,142","2,748",0,0,0,26,542,0,0,0,7,0,427,35,0,0,0,"1,552",269,0,"2,270","7,124",0,0,"1,852",0,110,0,0,0,0,"12,567",0,0,32,0,0,912,"11,314",0,89,37,0,0,0,0,0,14,0,80,0,257,0,640,0,0,203,0,0,"1,383",0,0,42,0,"3,640",0,0,5,0,0,0,"1,970",0,0,0,543,0,575,82,138,411,76,24,"8,439","1,597",968,0,0,0,0,"139,459","1,075",44,3,"2,104",0,332,122,59,0,0,"1,528",0,"3,723",741,2,10,0,0,0,0,0,"26,159","6,385",0,0,0,0,0,710,0,0,0,"1,676",0,0,0,0,"1,781","39,972","19,000","128,608",136,0,0,"7,602",0,0,"3,324",0,0,0,573,1,"816,841",
Lesotho,0,0,0,0,0,0,0,0,0,1,140,6,0,0,0,0,0,0,16,0,0,1,0,0,0,"3,375",0,0,0,0,0,0,0,0,115,0,0,0,0,13,0,1,0,0,0,0,0,0,0,0,0,2,19,0,0,0,0,7,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,4,0,0,0,0,0,71,0,0,24,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,426,0,0,19,0,0,0,0,0,0,0,0,0,0,"8,685",0,115,0,144,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,2,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,4,23,0,0,"312,537",0,0,0,0,0,0,0,0,0,229,57,74,0,0,270,0,0,0,0,0,0,13,0,0,0,0,0,0,696,599,0,0,0,0,0,0,0,0,0,0,0,0,"327,926",
Liberia,0,0,0,0,0,0,0,43,0,0,"3,480",259,0,0,0,0,0,0,959,0,0,0,0,2,0,0,42,0,6,0,0,0,0,"4,624","2,470",0,0,0,0,6,116,15,0,0,0,16,"92,688",0,0,0,0,27,133,0,0,4,35,56,0,0,0,0,0,11,0,104,796,0,0,"1,030",0,"3,018","28,948",30,0,0,0,0,"118,353",941,0,0,0,0,32,2,0,0,0,0,253,0,0,"1,647",0,0,3,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"4,588",8,0,0,0,5,0,0,0,0,0,0,0,0,0,0,"1,808",0,0,1,0,"21,157",0,939,0,0,0,6,0,0,6,3,0,29,0,0,1,9,0,0,0,0,0,0,0,0,"22,144",0,0,3,9,0,0,"1,239",0,683,0,0,0,0,0,0,0,47,954,426,0,0,0,2,0,172,0,0,0,21,0,0,0,0,18,0,"3,151","88,090",0,0,0,0,0,0,0,0,0,0,0,0,"405,732",
Libya,0,0,"4,665",0,0,0,0,81,0,0,"2,490",795,0,0,0,0,0,0,914,0,0,5,0,3,12,0,117,0,309,0,0,0,0,0,"5,469",0,0,"1,238",0,28,427,3,0,0,0,12,"4,121",146,5,0,269,387,193,0,0,38,18,"8,648",0,0,0,6,0,3,0,220,"2,386",0,0,0,0,"4,484",0,629,0,0,0,0,42,0,0,0,0,0,452,5,0,"2,315",0,0,729,0,"13,410","34,622",0,0,"21,680",0,45,0,0,0,0,0,0,0,4,314,0,0,0,0,0,0,0,0,31,0,"2,721",0,0,"1,061",0,300,0,25,0,0,0,0,0,"1,569",0,0,32,0,"1,522",0,0,17,183,0,0,624,0,0,0,39,0,0,6,49,257,30,0,0,27,270,0,0,0,0,0,0,458,4,0,0,0,66,75,0,0,268,153,975,40,0,0,0,0,"1,836",0,0,"2,689","1,328",0,0,0,0,0,0,0,0,"9,302","4,549",0,0,0,0,89,0,"18,000","9,520",10,0,0,137,"11,278",0,0,0,0,0,0,0,"181,279",
Liechtenstein,0,0,0,0,0,0,0,80,0,2,30,332,0,0,0,0,0,0,6,0,0,0,0,0,0,0,19,0,3,0,0,0,0,0,69,0,0,0,0,5,0,2,0,0,0,4,0,0,0,0,0,11,4,0,0,0,0,1,0,0,0,1,0,0,0,0,27,0,0,0,0,307,0,9,0,0,0,0,3,0,0,0,0,0,5,1,0,0,0,0,9,0,0,121,0,0,1,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,23,0,0,0,0,0,0,7,0,0,210,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,7,27,0,0,0,0,116,0,0,0,0,0,0,0,0,3,"2,272",0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,25,35,0,0,0,0,0,0,0,0,0,0,0,0,"3,899",
Lithuania,0,0,0,0,0,0,0,406,0,0,"3,290","1,329","4,151",0,0,0,0,"17,316","2,154",0,0,5,0,9,0,0,773,0,206,0,0,0,0,0,"7,514",0,0,0,0,23,100,48,0,0,0,9,0,25,7,0,109,945,"10,564",0,0,25,21,7,0,0,0,"1,755",0,55,0,"1,093","2,656",0,0,0,"2,478","44,000",0,535,0,0,0,0,0,0,0,0,0,0,222,"1,631",0,0,0,0,"41,483",0,"3,937","5,830",0,0,4,"4,495",2,0,0,0,0,0,"2,943",0,"16,095",0,0,0,0,0,0,635,0,0,0,0,0,0,0,55,0,0,0,236,0,"5,946",0,0,0,0,0,0,0,0,"5,307",0,0,0,0,0,0,"37,422",0,0,0,47,0,0,7,0,"54,057",377,0,0,15,"71,128",0,0,2,0,0,0,27,1,0,0,0,162,79,0,0,662,0,"14,395",0,1,0,0,0,0,0,0,"11,345","1,773",0,0,0,0,0,0,0,0,0,386,"2,904",0,0,0,"25,097",0,"190,000","33,640",104,"18,776",0,149,0,0,0,0,0,0,0,0,"652,985",
Luxembourg,0,0,0,0,0,0,0,99,0,0,280,935,0,0,0,0,0,0,"13,536",0,0,3,0,6,0,0,65,0,73,0,0,4,0,0,734,0,0,0,0,19,0,23,0,0,0,15,0,30,0,0,13,27,117,0,0,38,39,7,0,0,0,7,0,8,0,100,"13,083",0,0,0,0,"21,000",0,717,0,0,0,0,0,0,0,0,0,0,198,145,0,0,0,0,167,0,0,"4,651",0,0,3,0,10,0,0,0,0,0,0,0,7,0,0,0,0,5,23,0,0,0,0,0,0,0,0,2,0,0,0,8,0,0,25,0,85,0,0,0,39,0,"1,248",0,0,1,0,0,0,140,0,0,0,3,0,0,18,0,248,"4,056",0,0,24,36,0,0,0,0,0,0,89,1,0,0,0,62,193,0,0,42,0,"1,406",0,0,0,0,0,0,0,0,319,"2,404",0,0,0,0,0,0,0,0,0,69,0,0,0,0,45,0,"1,714","3,076",1,0,0,4,0,0,0,0,0,0,0,0,"71,545",
"Macao SAR, China",0,0,0,0,0,0,0,0,0,2,"2,770",11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6,962",0,0,0,0,11,"24,934",19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"72,419",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,81,0,0,0,12,0,0,0,0,0,"2,063",0,0,0,1,0,0,0,0,0,0,0,0,0,"22,903",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"12,366",0,0,0,0,0,0,0,0,0,0,0,0,"144,684",
"Macedonia, FYR",0,"4,764",0,0,0,0,0,"1,544",0,2,"49,880","24,247",0,5,0,0,0,0,"1,761",0,0,1,0,12,"2,961",0,47,0,"3,777",0,0,0,0,0,"11,173",0,0,0,0,505,0,3,0,0,0,26,0,"20,677",0,0,23,"4,181","3,000",0,0,26,128,113,0,0,0,9,0,11,0,167,"4,556",0,0,0,0,"98,000",0,"3,390",0,0,0,0,0,0,0,0,0,0,214,45,0,0,0,0,704,0,0,"71,239",0,0,88,0,11,0,0,0,0,0,0,0,0,0,0,0,0,138,12,366,0,0,0,0,0,0,0,98,0,0,0,20,0,0,0,4,"2,852",0,0,0,0,0,172,0,0,0,0,0,0,"2,583",0,0,0,9,0,0,144,0,284,283,0,0,538,255,0,0,1,0,0,"46,416","42,568",0,0,0,0,798,"19,072",0,0,197,0,683,0,0,0,0,0,0,0,0,"6,541","61,448",0,0,0,0,0,0,0,0,0,"43,400",0,0,0,0,0,0,"2,598","26,171",2,0,0,6,0,0,0,0,0,0,0,0,"564,949",
Madagascar,0,0,0,0,0,0,0,7,0,0,290,113,0,0,0,0,0,0,"2,137",0,0,4,0,5,0,663,43,0,2,0,0,0,0,0,"3,876",0,0,0,0,11,238,5,"9,651",0,0,3,0,0,2,0,11,63,35,0,0,25,14,38,0,0,0,4,0,8,0,14,"122,229",0,0,0,0,"1,597",0,127,0,0,0,0,9,0,0,0,0,0,35,2,0,0,0,0,30,0,0,"2,425",0,0,1,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,"2,287",6,0,0,0,0,0,0,0,0,0,0,193,0,0,1,0,0,0,476,0,0,0,6,0,0,6,0,12,27,0,0,1,84,0,0,0,0,0,0,0,809,0,0,0,18,19,0,0,707,0,466,0,0,0,0,0,0,0,0,119,"1,859",0,0,0,0,0,0,0,0,0,1,0,0,0,0,49,0,918,"1,711",0,0,0,6,0,0,0,0,0,0,0,"5,256","158,873",
Malawi,0,0,0,0,0,0,0,3,0,9,"1,300",47,0,0,0,0,0,0,90,0,0,9,0,7,0,"4,761",11,0,0,0,0,0,0,0,709,0,0,0,0,3,0,8,0,0,0,3,0,0,0,0,11,40,29,0,0,0,0,39,0,0,776,1,0,0,0,84,107,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,2,4,0,0,0,0,293,0,0,172,0,0,5,0,347,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,"85,839",0,341,0,300,0,0,0,0,0,0,111,0,0,0,1,0,0,2,0,0,473,0,0,1,29,0,0,0,0,0,0,0,14,0,0,0,7,1,0,0,"102,327",0,65,0,0,0,0,0,0,0,0,74,135,0,0,"12,226",0,0,0,0,0,0,5,0,0,0,8,0,0,"21,000","1,731",1,0,0,0,0,0,0,0,"14,127","107,849",1,0,"355,596",
Malaysia,0,0,"1,760",0,0,0,0,82,0,0,"166,150",520,0,14,0,"229,245",0,0,736,0,0,49,12,8,0,0,148,"51,048",3,0,0,0,177,0,"26,127",26,0,0,0,31,"10,954",11,0,0,0,31,0,0,0,0,52,832,565,0,0,50,53,"3,262",8,0,0,11,0,19,0,437,"2,575",0,0,0,0,"6,159",0,61,0,0,0,7,2,0,0,0,0,"15,511",104,37,"12,317","2,315",0,0,"4,501",0,0,627,0,"9,237",284,0,47,0,197,"1,387",0,0,0,0,2,0,0,0,"8,098",0,0,28,0,0,0,0,0,105,0,49,0,0,143,155,0,0,0,0,0,0,0,0,0,0,"3,673",0,"17,443",0,0,0,0,851,0,0,0,28,518,0,53,817,44,50,0,0,1,"1,557",0,0,0,0,0,0,0,19,0,"1,158,890",0,19,19,105,0,"1,500",0,607,925,0,0,0,0,0,0,0,"1,510","2,320",0,0,0,"8,199",180,0,0,0,0,394,0,0,0,0,4,0,"58,000","78,459",5,0,7,34,133,0,0,0,0,0,1,2,"1,892,736",
